icd9_hcup,icd9_omop,icd9_ccs,ccs2,ccs2_desc,hcup_desc,omop_desc,concept_id
38.51,38.51,38.51,7.17,Other OR procedures on vessels of head and neck [59.],INTCRAN VAR V LIGSTRIP,"Ligation and stripping of varicose veins, intracranial vessels",2002102
38.52,38.52,38.52,7.17,Other OR procedures on vessels of head and neck [59.],HEAD/NECK VAR V LIGSTR,"Ligation and stripping of varicose veins, other vessels of head and neck",2002103
38.53,38.53,38.53,7.19,Other OR procedures on vessels other than head and neck [61.],ARM VARICOSE V LIGSTRIP,"Ligation and stripping of varicose veins, upper limb vessels",2002104
38.55,38.55,38.55,7.19,Other OR procedures on vessels other than head and neck [61.],THORAC VAR V LIGSTRIP,"Ligation and stripping of varicose veins, other thoracic vessels",2002105
38.57,38.57,38.57,7.19,Other OR procedures on vessels other than head and neck [61.],ABD VARICOS V LIGASTRIP,"Ligation and stripping of varicose veins, abdominal veins",2002106
38.59,38.59,38.59,7.11,Varicose vein stripping; lower limb [53.],LEG VARICOS V LIGASTRIP,"Ligation and stripping of varicose veins, lower limb veins",2002107
38.60,38.60,38.60,7.19,Other OR procedures on vessels other than head and neck [61.],EXCISION OF VESSEL NOS,"Other excision of vessels, unspecified site",2002109
38.61,38.61,38.61,7.17,Other OR procedures on vessels of head and neck [59.],INTRACRAN VESSEL EXCIS,"Other excision of vessels, intracranial vessels",2002110
38.62,38.62,38.62,7.17,Other OR procedures on vessels of head and neck [59.],HEAD/NECK VESSEL EXCIS,"Other excision of vessels, other vessels of head and neck",2002111
38.63,38.63,38.63,7.19,Other OR procedures on vessels other than head and neck [61.],ARM VESSEL EXCISION,"Other excision of vessels, upper limb vessels",2002122
38.64,38.64,38.64,7.10,Aortic resection; replacement or anastomosis [52.],EXCISION OF AORTA,"Other excision of vessels, aorta, abdominal",2002123
38.65,38.65,38.65,7.19,Other OR procedures on vessels other than head and neck [61.],THORACIC VESSEL EXCISION,"Other excision of vessels, thoracic vessels",2002124
38.66,38.66,38.66,7.19,Other OR procedures on vessels other than head and neck [61.],ABDOMINAL ARTERY EXCIS,"Other excision of vessels, abdominal arteries",2002125
38.67,38.67,38.67,7.19,Other OR procedures on vessels other than head and neck [61.],ABDOMINAL VEIN EXCISION,"Other excision of vessels, abdominal veins",2002126
38.68,38.68,38.68,7.19,Other OR procedures on vessels other than head and neck [61.],LEG ARTERY EXCISION,"Other excision of vessels, lower limb arteries",2002127
38.69,38.69,38.69,7.19,Other OR procedures on vessels other than head and neck [61.],LEG VEIN EXCISION,"Other excision of vessels, lower limb veins",2002128
38.7,38.7,38.7,7.19,Other OR procedures on vessels other than head and neck [61.],INTERRUPTION VENA CAVA,Interruption of the vena cava,2002129
38.80,38.80,38.80,7.19,Other OR procedures on vessels other than head and neck [61.],SURG VESSEL OCCLUS NEC,"Other surgical occlusion of vessels, unspecified site",2002131
38.81,38.81,38.81,7.17,Other OR procedures on vessels of head and neck [59.],OCCLUS INTRACRAN VES NEC,"Other surgical occlusion of vessels, intracranial vessels",2002142
38.82,38.82,38.82,7.17,Other OR procedures on vessels of head and neck [59.],OCCLUS HEAD/NECK VES NEC,"Other surgical occlusion of vessels, other vessels of head and neck",2002143
38.83,38.83,38.83,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE ARM VESSEL NEC,"Other surgical occlusion of vessels, upper limb vessels",2002144
38.84,38.84,38.84,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE AORTA NEC,"Other surgical occlusion of vessels, aorta, abdominal",2002145
38.85,38.85,38.85,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE THORACIC VES NEC,"Other surgical occlusion of vessels, thoracic vessels",2002146
38.86,38.86,38.86,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE ABD ARTERY NEC,"Other surgical occlusion of vessels, abdominal arteries",2002147
38.87,38.87,38.87,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE ABD VEIN NEC,"Other surgical occlusion of vessels, abdominal veins",2002148
38.88,38.88,38.88,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE LEG ARTERY NEC,"Other surgical occlusion of vessels, lower limb arteries",2002149
38.89,38.89,38.89,7.19,Other OR procedures on vessels other than head and neck [61.],OCCLUDE LEG VEIN NEC,"Other surgical occlusion of vessels, lower limb veins",2002150
39.0,39.0,39.0,7.14,Other vascular bypass and shunt; not heart [56.],SYSTEMICPULM ART SHUNT,Systemic to pulmonary artery shunt,2002180
39.1,39.1,39.1,7.14,Other vascular bypass and shunt; not heart [56.],INTRAABD VENOUS SHUNT,Intra-abdominal venous shunt,2002181
39.21,39.21,39.21,7.14,Other vascular bypass and shunt; not heart [56.],CAVALPULMON ART ANASTOM,Caval-pulmonary artery anastomosis,2002183
39.22,39.22,39.22,7.14,Other vascular bypass and shunt; not heart [56.],AORTASUBCLVCAROT BYPAS,Aorta-subclavian-carotid bypass,2002184
39.23,39.23,39.23,7.14,Other vascular bypass and shunt; not heart [56.],INTRATHORACIC SHUNT NEC,Other intrathoracic vascular shunt or bypass,2002185
39.24,39.24,39.24,7.14,Other vascular bypass and shunt; not heart [56.],AORTARENAL BYPASS,Aorta-renal bypass,2002186
39.25,39.25,39.25,7.13,Peripheral vascular bypass [55.],AORTAILIACFEMOR BYPASS,Aorta-iliac-femoral bypass,2002187
39.26,39.26,39.26,7.14,Other vascular bypass and shunt; not heart [56.],INTRAABDOMIN SHUNT NEC,Other intra-abdominal vascular shunt or bypass,2002188
39.27,39.27,39.27,7.15,Creation; revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis [57,DIALYSIS ARTERIOVENOSTOM,Arteriovenostomy for renal dialysis,2002189
39.28,39.28,39.28,7.14,Other vascular bypass and shunt; not heart [56.],EXTRACRANINTRACR BYPASS(Begin 1991),Extracranial-intracranial (EC-IC) vascular bypass,2002190
39.29,39.29,39.29,7.13,Peripheral vascular bypass [55.],VASC SHUNT & BYPASS NEC,Other (peripheral) vascular shunt or bypass,2002191
39.30,39.30,39.30,7.19,Other OR procedures on vessels other than head and neck [61.],SUTURE OF VESSEL NOS,Suture of unspecified blood vessel,2002203
39.31,39.31,39.31,7.19,Other OR procedures on vessels other than head and neck [61.],SUTURE OF ARTERY,Suture of artery,2002204
39.32,39.32,39.32,7.19,Other OR procedures on vessels other than head and neck [61.],SUTURE OF VEIN,Suture of vein,2002205
39.41,39.41,39.41,7.19,Other OR procedures on vessels other than head and neck [61.],POSTOP VASC OP HEM CONTR,Control of hemorrhage following vascular surgery,2002207
39.42,39.42,39.42,7.15,Creation; revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis [57,REVIS REN DIALYSIS SHUNT,Revision of arteriovenous shunt for renal dialysis,2002208
39.43,39.43,39.43,7.15,Creation; revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis [57,REMOV REN DIALYSIS SHUNT,Removal of arteriovenous shunt for renal dialysis,2002209
39.49,39.49,39.49,7.19,Other OR procedures on vessels other than head and neck [61.],VASC PROC REVISION NEC,Other revision of vascular procedure,2002210
39.50,39.50,39.50,7.19,Other OR procedures on vessels other than head and neck [61.],ANGIOPLAST/ATHERECT (Begin 1995),Angioplasty of other non-coronary vessel(s),2002222
39.51,39.51,39.51,7.19,Other OR procedures on vessels other than head and neck [61.],CLIPPING OF ANEURYSM,Clipping of aneurysm,2002223
39.52,39.52,39.52,7.19,Other OR procedures on vessels other than head and neck [61.],ANEURYSM REPAIR NEC,Other repair of aneurysm,2002224
39.53,39.53,39.53,7.19,Other OR procedures on vessels other than head and neck [61.],ARTERIOVEN FISTULA REP,Repair of arteriovenous fistula,2002225
39.54,39.54,39.54,7.19,Other OR procedures on vessels other than head and neck [61.],REENTRY OPERATION,Re-entry operation (aorta),2002226
39.55,39.55,39.55,7.19,Other OR procedures on vessels other than head and neck [61.],REIMPLAN ABERR RENAL VES,Reimplantation of aberrant renal vessel,2002227
39.56,39.56,39.56,7.19,Other OR procedures on vessels other than head and neck [61.],REPAIR VESS W TIS PATCH,Repair of blood vessel with tissue patch graft,2002228
39.57,39.57,39.57,7.19,Other OR procedures on vessels other than head and neck [61.],REP VESS W SYNTH PATCH,Repair of blood vessel with synthetic patch graft,2002229
39.58,39.58,39.58,7.19,Other OR procedures on vessels other than head and neck [61.],REPAIR VESS W PATCH NOS,Repair of blood vessel with unspecified type of patch graft,2002230
39.59,39.59,39.59,7.19,Other OR procedures on vessels other than head and neck [61.],REPAIR OF VESSEL NEC,Other repair of vessel,2002231
39.65,39.65,39.65,7.8,Extracorporeal circulation auxiliary to open heart procedures [50.],EXTRACORPOREAL MEMB OXY (Begin 1988),Extracorporeal membrane oxygenation [ECMO],2002247
39.7,39.7,39.7,7.19,Other OR procedures on vessels other than head and neck [61.],PERIARTER SYMPATHECTOMY,Endovascular procedures on vessel(s),2002249
39.71,39.71,39.71,7.10,Aortic resection; replacement or anastomosis [52.],ENDOVASCULAR IMPLANT IN ABDM (Begin 2000),Endovascular implantation of other graft in abdominal aorta,2002250
39.72,39.72,39.72,7.17,Other OR procedures on vessels of head and neck [59.],ENDOVAS REPAIR/OCCL HEAD & N (Begin 2002),Endovascular (total) embolization or occlusion of head and neck vessels,2002251
39.73,39.73,39.73,7.10,Aortic resection; replacement or anastomosis [52.],ENDO IMP GRFT THOR AORTA (Begin 2005),Endovascular implantation of graft in thoracic aorta,2002262
39.74,39.74,39.74,7.17,Other OR procedures on vessels of head and neck [59.],ENDO REM OBS HD/NECK VES (Begin 2006),Endovascular removal of obstruction from head and neck vessel(s),2002263
39.75,39.75,39.75,7.17,Other OR procedures on vessels of head and neck [59.],Endo emb hd/nkbare coil (begin 2009),Endovascular embolization or occlusion of vessel(s) of head or neck using bare coils,40756778
39.76,39.76,39.76,7.17,Other OR procedures on vessels of head and neck [59.],Endo em hd/nkbioac coil (begin 2009),Endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils,40756799
39.77,39.77,39.77,7.19,Other OR procedures on vessels other than head and neck [61.],TEMP ENDOVSC OCCLS VESSL (Begin 2011),Temporary (partial) therapeutic endovascular occlusion of vessel,40756767
39.78,39.78,39.78,7.10,Aortic resection; replacement or anastomosis [52.],ENDOVAS IMPLN GRFT AORTA (Begin 2011),Endovascular implantation of branching or fenestrated graft(s) in aorta,40756768
39.79,39.79,39.79,7.19,Other OR procedures on vessels other than head and neck [61.],OTHER ENDOVASCULAR REPAIR (Begin 2000),Other endovascular procedures on other vessels,2002264
39.8,39.8,39.8,7.19,Other OR procedures on vessels other than head and neck [61.],VASCULAR BODY OPERATIONS (end 2010),"Operations on carotid body, carotid sinus and other vascular bodies",2002265
39.81,39.81,39.81,7.17,Other OR procedures on vessels of head and neck [59.],IMP CRTD SINUS STMTOTL (Begin 2010),"Implantation or replacement of carotid sinus stimulation device, total system",40756775
39.82,39.82,39.82,7.17,Other OR procedures on vessels of head and neck [59.],IMP/REP CRTD SINUS LEAD (Begin 2010),Implantation or replacement of carotid sinus stimulation lead(s) only,40756777
39.83,39.83,39.83,7.17,Other OR procedures on vessels of head and neck [59.],IMP/REP CRTD SINUS GNRTR (Begin 2010),Implantation or replacement of carotid sinus stimulation pulse generator only,40756819
39.84,39.84,39.84,7.17,Other OR procedures on vessels of head and neck [59.],REV CRTD SINUS STM LEADS (Begin 2010),Revision of carotid sinus stimulation lead(s) only,40756773
39.85,39.85,39.85,7.17,Other OR procedures on vessels of head and neck [59.],REV CRTD SINUS PULSE GEN (Begin 2010),Revision of carotid sinus stimulation pulse generator,40756795
39.86,39.86,39.86,7.17,Other OR procedures on vessels of head and neck [59.],REM CRTD SINUS STM TOTL (Begin 2010),"Removal of carotid sinus stimulation device, total system",40756771
39.87,39.87,39.87,7.17,Other OR procedures on vessels of head and neck [59.],REM CRTD SINUS STM LEAD (Begin 2010),Removal of carotid sinus stimulation lead(s) only,40756809
39.88,39.88,39.88,7.17,Other OR procedures on vessels of head and neck [59.],REM CRTD SINUS PULSE GEN (Begin 2010),Removal of carotid sinus stimulation pulse generator only,40756807
39.89,39.89,39.89,7.17,Other OR procedures on vessels of head and neck [59.],OTH CARTD BODY/SINUS OP (Begin 2010),"Other operations on carotid body, carotid sinus and other vascular bodies",40756802
39.91,39.91,39.91,7.19,Other OR procedures on vessels other than head and neck [61.],FREEING OF VESSEL,Freeing of vessel,2002268
39.92,39.92,39.92,7.19,Other OR procedures on vessels other than head and neck [61.],VEIN INJECTSCLEROS AGNT,Injection of sclerosing agent into vein,2002269
39.93,39.93,39.93,7.15,Creation; revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis [57,INSERT VESTOVES CANNUL,Insertion of vessel-to-vessel cannula,2002270
39.94,39.94,39.94,7.19,Other OR procedures on vessels other than head and neck [61.],REPLAC VESTOVES CANNUL,Replacement of vessel-to-vessel cannula,2002271
39.98,39.98,39.98,7.19,Other OR procedures on vessels other than head and neck [61.],HEMORRHAGE CONTROL NOS,"Control of hemorrhage, not otherwise specified",2002285
39.99,39.99,39.99,7.19,Other OR procedures on vessels other than head and neck [61.],VESSEL OPERATION NEC,Other operations on vessels,2002286
40.0,40.0,40.0,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],INCIS LYMPHATIC STRUCTUR,Incision of lymphatic structures,2002288
40.21,40.21,40.21,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],EXCIS DEEP CERVICAL NODE,Excision of deep cervical lymph node,2002303
40.22,40.22,40.22,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],EXCISE INT MAMMARY NODE,Excision of internal mammary lymph node,2002304
40.23,40.23,40.23,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],EXCISE AXILLARY NODE,Excision of axillary lymph node,2002305
40.24,40.24,40.24,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],EXCISE INGUINAL NODE,Excision of inguinal lymph node,2002306
40.29,40.29,40.29,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],SIMP EXC LYMPH STRUC NEC,Simple excision of other lymphatic structure,2002307
40.3,40.3,40.3,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],REGIONAL LYMPH NODE EXC,Regional lymph node excision,2002308
40.40,40.40,40.40,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD NECK DISSECTION NOS,"Radical neck dissection, not otherwise specified",2002310
40.41,40.41,40.41,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],UNILAT RAD NECK DISSECT,"Radical neck dissection, unilateral",2002311
40.42,40.42,40.42,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],BILAT RAD NECK DISSECT,"Radical neck dissection, bilateral",2002322
40.50,40.50,40.50,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD NODE DISSECTION NOS,"Radical excision of lymph nodes, not otherwise specified",2002324
40.51,40.51,40.51,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD DISSEC AXILLARY NODE,Radical excision of axillary lymph nodes,2002325
40.52,40.52,40.52,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD DISSEC PERIAORT NODE,Radical excision of periaortic lymph nodes,2002326
40.53,40.53,40.53,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD DISSECT ILIAC NODES,Radical excision of iliac lymph nodes,2002327
40.54,40.54,40.54,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RADICAL GROIN DISSECTION,Radical groin dissection,2002328
40.59,40.59,40.59,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],RAD NODE DISSECTION NEC,Radical excision of other lymph nodes,2002329
40.61,40.61,40.61,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],THORAC DUCT CANNULATION,Cannulation of thoracic duct,2002331
40.62,40.62,40.62,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],THORACIC DUCT FISTULIZAT,Fistulization of thoracic duct,2002342
40.63,40.63,40.63,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],CLOSE THORACIC DUCT FIST,Closure of fistula of thoracic duct,2002343
40.64,40.64,40.64,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],LIGATE THORACIC DUCT,Ligation of thoracic duct,2002344
40.69,40.69,40.69,8.4,Other therapeutic procedures; hemic and lymphatic system [67.],THORACIC DUCT OP NEC,Other operations on thoracic duct,2002345
